seqnames_dar,start_dar,end_dar,width_dar,strand_dar,cell_type_dar,logFC_dar,distance,seqnames_degs,start_deg,end_deg,width_deg,strand_deg,cell_type_deg,gene_name,gene_biotype,DAR_deg_overlap,log2FC_deg
chr1,84854327,84854827,501,*,CD4+_T_Cells,0.048029319,304221,chr1,84547606,84550105,2500,*,CD4+_T_Cells,CTBS,protein_coding,FALSE,-0.005383014
chr15,45197962,45198462,501,*,CD4+_T_Cells,-0.013034856,386660,chr15,45585123,45587622,2500,*,CD4+_T_Cells,BLOC1S6,LRG_gene,FALSE,-0.00884305
chr1,110630675,110631175,501,*,CD4+_T_Cells,-0.003670758,39289,chr1,110670465,110672964,2500,*,CD4+_T_Cells,KCNA3,protein_coding,FALSE,0.049931978
chr6,32178028,32178528,501,*,CD4+_T_Cells,0.013985037,0,chr6,32176354,32178853,2500,*,CD4+_T_Cells,RNF5,protein_coding,FALSE,0.045025721
chr16,53434638,53435138,501,*,CD4+_T_Cells,0.038435821,161,chr16,53431977,53434476,2500,*,CD4+_T_Cells,RBL2,protein_coding,FALSE,0.035658815
chrX,24479768,24480268,501,*,CD4+_T_Cells,0.017888481,14047,chrX,24463221,24465720,2500,*,CD4+_T_Cells,PDK3,protein_coding,FALSE,0.020988088
chr7,90346370,90346870,501,*,CD4+_T_Cells,-0.006706323,1591996,chr7,91938867,91941366,2500,*,CD4+_T_Cells,AKAP9,protein_coding,FALSE,-0.121915154
chr6,70667535,70668035,501,*,CD4+_T_Cells,-0.011085967,0,chr6,70665776,70668275,2500,*,CD4+_T_Cells,SMAP1,protein_coding,FALSE,-0.064087857
chr14,52791356,52791856,501,*,CD4+_T_Cells,-0.004713209,60676,chr14,52728180,52730679,2500,*,CD4+_T_Cells,STYX,protein_coding,FALSE,0.020054925
chr2,38751171,38751671,501,*,CD4+_T_Cells,-0.004582835,7072,chr2,38741599,38744098,2500,*,CD4+_T_Cells,SRSF7,protein_coding,FALSE,-0.455094441
chr3,43296613,43297113,501,*,CD4+_T_Cells,0.012991028,9601,chr3,43284512,43287011,2500,*,CD4+_T_Cells,SNRK,protein_coding,FALSE,-0.021854512
chr20,41136684,41137184,501,*,CD4+_T_Cells,0.044884028,0,chr20,41134960,41137459,2500,*,CD4+_T_Cells,PLCG1,protein_coding,FALSE,-0.03620602
chr10,71896329,71896829,501,*,CD4+_T_Cells,-0.003180809,79531,chr10,71814298,71816797,2500,*,CD4+_T_Cells,PSAP,protein_coding,FALSE,0.23830261
chr1,3618948,3619448,501,*,CD4+_T_Cells,0.046215219,3553,chr1,3623002,3625501,2500,*,CD4+_T_Cells,TPRG1L,protein_coding,FALSE,0.026768204
chr15,63487253,63487753,501,*,CD4+_T_Cells,7.64799e-4,14757,chr15,63502511,63505010,2500,*,CD4+_T_Cells,USP3,protein_coding,FALSE,0.079507243
chr16,69754675,69755175,501,*,CD4+_T_Cells,-0.00408486,5130,chr16,69760306,69762805,2500,*,CD4+_T_Cells,WWP2,protein_coding,FALSE,-0.013144885
chr7,73719433,73719933,501,*,CD4+_T_Cells,0.038022169,182577,chr7,73534356,73536855,2500,*,CD4+_T_Cells,BCL7B,protein_coding,FALSE,0.070949304
chr9,83920534,83921034,501,*,CD4+_T_Cells,-0.006186884,45048,chr9,83966083,83968582,2500,*,CD4+_T_Cells,HNRNPK,protein_coding,FALSE,0.02792348
chr11,112086449,112086949,501,*,CD4+_T_Cells,2.46893e-4,0,chr11,112084773,112087272,2500,*,CD4+_T_Cells,SDHD,protein_coding,FALSE,0.042250026
chr17,65523379,65523879,501,*,CD4+_T_Cells,0.02893665,512164,chr17,65008715,65011214,2500,*,CD4+_T_Cells,GNA13,protein_coding,FALSE,0.021458319
chr20,37178173,37178673,501,*,CD4+_T_Cells,-0.01719877,0,chr20,37176410,37178909,2500,*,CD4+_T_Cells,RPN2,protein_coding,FALSE,0.020183701
chr16,89873247,89873747,501,*,CD4+_T_Cells,0.006337076,0,chr16,89871586,89874085,2500,*,CD4+_T_Cells,TCF25,protein_coding,FALSE,-0.063807727
chr8,30727661,30728161,501,*,CD4+_T_Cells,-0.002522853,148843,chr8,30576318,30578817,2500,*,CD4+_T_Cells,GTF2E2,protein_coding,FALSE,-0.037660361
chr2,233075929,233076429,501,*,CD4+_T_Cells,-0.019266574,15462,chr2,233057967,233060466,2500,*,CD4+_T_Cells,INPP5D,protein_coding,FALSE,-0.01684611
chr5,75236709,75237209,501,*,CD4+_T_Cells,-0.002998546,469218,chr5,74764991,74767490,2500,*,CD4+_T_Cells,NSA2,protein_coding,FALSE,0.016130283
chr5,91380051,91380551,501,*,CD4+_T_Cells,-0.009228887,10827,chr5,91366724,91369223,2500,*,CD4+_T_Cells,ARRDC3,protein_coding,FALSE,-0.046063359
chr13,26221640,26222140,501,*,CD4+_T_Cells,-0.006600443,919616,chr13,25299524,25302023,2500,*,CD4+_T_Cells,NUP58,protein_coding,FALSE,-0.209322574
chr1,201023474,201023974,501,*,CD4+_T_Cells,7.87766e-4,53584,chr1,200967390,200969889,2500,*,CD4+_T_Cells,KIF21B,protein_coding,FALSE,-0.003922329
chr11,111879191,111879691,501,*,CD4+_T_Cells,-0.008753132,0,chr11,111876935,111879434,2500,*,CD4+_T_Cells,C11orf1,protein_coding,FALSE,0.020341972
chr1,214427826,214428326,501,*,CD4+_T_Cells,-0.036139163,146224,chr1,214279102,214281601,2500,*,CD4+_T_Cells,SMYD2,protein_coding,FALSE,6.45094e-4
chr13,102846381,102846881,501,*,CD4+_T_Cells,-0.015555861,40,chr13,102843841,102846340,2500,*,CD4+_T_Cells,ERCC5,LRG_gene,FALSE,-0.009852648
chr2,207529525,207530025,501,*,CD4+_T_Cells,0.006654364,0,chr2,207527737,207530236,2500,*,CD4+_T_Cells,CREB1,protein_coding,FALSE,0.01328194
chr1,28235773,28236273,501,*,CD4+_T_Cells,0.026851371,35817,chr1,28197456,28199955,2500,*,CD4+_T_Cells,DNAJC8,protein_coding,FALSE,0.045397523
chr18,80108734,80109234,501,*,CD4+_T_Cells,-1.98504e-4,137423,chr18,79968811,79971310,2500,*,CD4+_T_Cells,TXNL4A,protein_coding,FALSE,-0.016348832
chr19,23762671,23763171,501,*,CD4+_T_Cells,0.029488878,457180,chr19,23302991,23305490,2500,*,CD4+_T_Cells,ZNF91,protein_coding,FALSE,-0.022377688
chrX,101051895,101052395,501,*,CD4+_T_Cells,-0.009205619,353899,chrX,101406295,101408794,2500,*,CD4+_T_Cells,HNRNPH2,protein_coding,FALSE,-0.046639877
chr12,64684533,64685033,501,*,CD4+_T_Cells,0.025589529,177032,chr12,64505001,64507500,2500,*,CD4+_T_Cells,RASSF3,protein_coding,FALSE,0.045215279
chr15,40274625,40275125,501,*,CD4+_T_Cells,-0.00598663,1050,chr15,40276176,40278675,2500,*,CD4+_T_Cells,PLCB2,protein_coding,FALSE,-0.001275346
chr20,58652146,58652646,501,*,CD4+_T_Cells,-0.004732554,393,chr20,58649253,58651752,2500,*,CD4+_T_Cells,STX16,protein_coding,FALSE,-0.141142919
chr6,5261265,5261765,501,*,CD4+_T_Cells,0.002745414,1239498,chr6,4019267,4021766,2500,*,CD4+_T_Cells,PRPF4B,protein_coding,FALSE,-0.031632032
chrX,53225228,53225728,501,*,CD4+_T_Cells,-0.025568784,142361,chrX,53080367,53082866,2500,*,CD4+_T_Cells,TSPYL2,protein_coding,FALSE,-0.239725734
chr14,105020970,105021470,501,*,CD4+_T_Cells,0.021609228,25918,chr14,105047389,105049888,2500,*,CD4+_T_Cells,GPR132,protein_coding,FALSE,0.146141253
chr6,109382268,109382768,501,*,CD4+_T_Cells,-0.007565676,15254,chr6,109364514,109367013,2500,*,CD4+_T_Cells,CD164,protein_coding,FALSE,0.128863545
chr16,67244287,67244787,501,*,CD4+_T_Cells,-0.018683964,16684,chr16,67225103,67227602,2500,*,CD4+_T_Cells,TMEM208,protein_coding,FALSE,-0.022469722
chr2,27086381,27086881,501,*,CD4+_T_Cells,0.021997944,15409,chr2,27068472,27070971,2500,*,CD4+_T_Cells,OST4,protein_coding,FALSE,0.027286454
chr1,100896584,100897084,501,*,CD4+_T_Cells,0.026318934,8,chr1,100894076,100896575,2500,*,CD4+_T_Cells,SLC30A7,protein_coding,FALSE,-0.025415336
chr14,98984641,98985141,501,*,CD4+_T_Cells,-0.009368472,182145,chr14,99167287,99169786,2500,*,CD4+_T_Cells,BCL11B,protein_coding,FALSE,0.007297188
chr20,58980960,58981460,501,*,CD4+_T_Cells,-0.003705079,0,chr20,58979208,58981707,2500,*,CD4+_T_Cells,NELFCD,protein_coding,FALSE,-0.004976957
chr14,100221422,100221922,501,*,CD4+_T_Cells,-0.007959139,14375,chr14,100236298,100238797,2500,*,CD4+_T_Cells,YY1,protein_coding,FALSE,0.016154835
chrX,49073860,49074360,501,*,CD4+_T_Cells,-0.014522413,1890,chrX,49069470,49071969,2500,*,CD4+_T_Cells,WDR45,protein_coding,FALSE,0.009237456
chr15,74373576,74374076,501,*,CD4+_T_Cells,0.052069185,69900,chr15,74443977,74446476,2500,*,CD4+_T_Cells,UBL7,protein_coding,FALSE,0.04087249
chr1,38012417,38012917,501,*,CD4+_T_Cells,0.02112695,54942,chr1,37954975,37957474,2500,*,CD4+_T_Cells,SF3A3,protein_coding,FALSE,0.003877589
chr16,89917791,89918291,501,*,CD4+_T_Cells,-0.013301221,43705,chr16,89871586,89874085,2500,*,CD4+_T_Cells,TCF25,protein_coding,FALSE,-0.080798725
chr17,65137088,65137588,501,*,CD4+_T_Cells,0.003977085,125873,chr17,65008715,65011214,2500,*,CD4+_T_Cells,GNA13,protein_coding,FALSE,0.021458319
chr1,12019068,12019568,501,*,CD4+_T_Cells,0.01705049,0,chr1,12017466,12019965,2500,*,CD4+_T_Cells,MIIP,protein_coding,FALSE,-0.037477895
chr18,23503105,23503605,501,*,CD4+_T_Cells,0.02198334,578,chr18,23504184,23506683,2500,*,CD4+_T_Cells,NPC1,protein_coding,FALSE,-0.091090304
chr19,11738739,11739239,501,*,CD4+_T_Cells,0.020054068,187092,chr19,11549147,11551646,2500,*,CD4+_T_Cells,ELOF1,protein_coding,FALSE,0.002527136
chr15,31263907,31264407,501,*,CD4+_T_Cells,-0.013313068,60447,chr15,31324855,31327354,2500,*,CD4+_T_Cells,KLF13,protein_coding,FALSE,0.075742724
chr19,20038788,20039288,501,*,CD4+_T_Cells,-0.003899287,252449,chr19,19783839,19786338,2500,*,CD4+_T_Cells,ZNF506,protein_coding,FALSE,-0.035162329
chr5,43121234,43121734,501,*,CD4+_T_Cells,0.015701903,55558,chr5,43063176,43065675,2500,*,CD4+_T_Cells,ZNF131,protein_coding,FALSE,2.75483e-4
chr1,149927608,149928108,501,*,CD4+_T_Cells,-0.002098527,3791,chr1,149921317,149923816,2500,*,CD4+_T_Cells,SF3B4,protein_coding,FALSE,0.079980738
chr4,4541833,4542333,501,*,CD4+_T_Cells,0.00608216,193193,chr4,4346140,4348639,2500,*,CD4+_T_Cells,NSG1,protein_coding,FALSE,-0.041167364
chr17,64985105,64985605,501,*,CD4+_T_Cells,0.018251802,23109,chr17,65008715,65011214,2500,*,CD4+_T_Cells,GNA13,protein_coding,FALSE,0.055954184
chr4,4247977,4248477,501,*,CD4+_T_Cells,-0.001152632,17223,chr4,4265701,4268200,2500,*,CD4+_T_Cells,LYAR,protein_coding,FALSE,-0.068241432
chr2,25991469,25991969,501,*,CD4+_T_Cells,-0.013300389,40137,chr2,26032107,26034606,2500,*,CD4+_T_Cells,RAB10,protein_coding,FALSE,0.014093381
chr5,62412390,62412890,501,*,CD4+_T_Cells,0.018695005,24636,chr5,62385254,62387753,2500,*,CD4+_T_Cells,DIMT1,protein_coding,FALSE,-0.021006654
chr7,143007839,143008339,501,*,CD4+_T_Cells,-0.016146479,152278,chr7,142853061,142855560,2500,*,CD4+_T_Cells,EPHB6,protein_coding,FALSE,0.044125995
chr19,2151514,2152014,501,*,CD4+_T_Cells,0.019530304,50026,chr19,2098988,2101487,2500,*,CD4+_T_Cells,AP3D1,protein_coding,FALSE,-0.039132177
chr3,58237519,58238019,501,*,CD4+_T_Cells,0.022897346,187610,chr3,58425630,58428129,2500,*,CD4+_T_Cells,PDHB,protein_coding,FALSE,-0.003717921
chr7,93232558,93233058,501,*,CD4+_T_Cells,0.047700978,132545,chr7,93097513,93100012,2500,*,CD4+_T_Cells,SAMD9,protein_coding,FALSE,-0.091506216
chr14,104768454,104768954,501,*,CD4+_T_Cells,5.43212e-4,0,chr14,104767349,104769848,2500,*,CD4+_T_Cells,AKT1,protein_coding,FALSE,0.030458348
chr19,13862224,13862724,501,*,CD4+_T_Cells,0.003091479,87556,chr19,13772168,13774667,2500,*,CD4+_T_Cells,C19orf53,protein_coding,FALSE,-0.015974875
chrX,40644893,40645393,501,*,CD4+_T_Cells,-0.034725691,17472,chrX,40624921,40627420,2500,*,CD4+_T_Cells,CXorf38,protein_coding,FALSE,0.024389907
chr15,43776760,43777260,501,*,CD4+_T_Cells,-0.012213722,0,chr15,43775087,43777586,2500,*,CD4+_T_Cells,SERF2,protein_coding,FALSE,-0.162493807
chr12,56751601,56752101,501,*,CD4+_T_Cells,0.042417013,38673,chr12,56710428,56712927,2500,*,CD4+_T_Cells,NACA,protein_coding,FALSE,0.03997193
chr3,111860306,111860806,501,*,CD4+_T_Cells,0.024203809,567087,chr3,111290719,111293218,2500,*,CD4+_T_Cells,CD96,protein_coding,FALSE,0.001018396
chr6,30489191,30489691,501,*,CD4+_T_Cells,-0.004538554,49685,chr6,30539377,30541876,2500,*,CD4+_T_Cells,GNL1,protein_coding,FALSE,-0.007184364
chr1,65075312,65075812,501,*,CD4+_T_Cells,-0.014202888,241583,chr1,64831229,64833728,2500,*,CD4+_T_Cells,JAK1,protein_coding,FALSE,0.017359177
chr6,32622415,32622915,501,*,CD4+_T_Cells,0.031925059,196917,chr6,32819833,32822332,2500,*,CD4+_T_Cells,TAP2,protein_coding,FALSE,-0.002640663
chr15,90097459,90097959,501,*,CD4+_T_Cells,0.033554213,12981,chr15,90081978,90084477,2500,*,CD4+_T_Cells,IDH2,LRG_gene,FALSE,-0.007064152
chr5,140107504,140108004,501,*,CD4+_T_Cells,-2.1382e-4,0,chr5,140105777,140108276,2500,*,CD4+_T_Cells,PURA,protein_coding,FALSE,-0.027880392
chr8,86342191,86342691,501,*,CD4+_T_Cells,0.016961804,0,chr8,86340738,86343237,2500,*,CD4+_T_Cells,WWP1,protein_coding,FALSE,0.038699437
chr16,81730476,81730976,501,*,CD4+_T_Cells,0.038062732,763528,chr16,80964448,80966947,2500,*,CD4+_T_Cells,CMC2,protein_coding,FALSE,0.035054334
chr1,181084212,181084712,501,*,CD4+_T_Cells,-0.015734374,1999,chr1,181086712,181089211,2500,*,CD4+_T_Cells,IER5,protein_coding,FALSE,-0.083065306
chr11,119168456,119168956,501,*,CD4+_T_Cells,0.03580104,35319,chr11,119204276,119206775,2500,*,CD4+_T_Cells,CBL,LRG_gene,FALSE,0.013800931
chr1,150234450,150234950,501,*,CD4+_T_Cells,5.91547e-4,15533,chr1,150216417,150218916,2500,*,CD4+_T_Cells,ANP32E,protein_coding,FALSE,0.047201551
chr14,105370751,105371251,501,*,CD4+_T_Cells,0.053643186,46568,chr14,105417820,105420319,2500,*,CD4+_T_Cells,MTA1,protein_coding,FALSE,0.054589533
chr19,1249485,1249985,501,*,CD4+_T_Cells,0.028769485,432,chr19,1246553,1249052,2500,*,CD4+_T_Cells,MIDN,protein_coding,FALSE,-0.106120774
chr14,73949976,73950476,501,*,CD4+_T_Cells,0.022314675,234354,chr14,73713122,73715621,2500,*,CD4+_T_Cells,ELMSAN1,protein_coding,FALSE,-0.006085226
chr17,45132287,45132787,501,*,CD4+_T_Cells,0.003988554,80177,chr17,45049610,45052109,2500,*,CD4+_T_Cells,NMT1,protein_coding,FALSE,-0.03804607
chr8,6708862,6709362,501,*,CD4+_T_Cells,-0.006046783,301770,chr8,6404592,6407091,2500,*,CD4+_T_Cells,MCPH1,protein_coding,FALSE,0.009777609
chr17,28711207,28711707,501,*,CD4+_T_Cells,0.004474477,48616,chr17,28660091,28662590,2500,*,CD4+_T_Cells,SUPT6H,protein_coding,FALSE,-0.08077497
chr10,132307783,132308283,501,*,CD4+_T_Cells,-0.002234397,340828,chr10,131964455,131966954,2500,*,CD4+_T_Cells,BNIP3,protein_coding,FALSE,0.018029998
chr10,80378156,80378656,501,*,CD4+_T_Cells,0.039927853,73509,chr10,80452166,80454665,2500,*,CD4+_T_Cells,TSPAN14,protein_coding,FALSE,-0.011968934
chr11,118241396,118241896,501,*,CD4+_T_Cells,0.03656974,47156,chr11,118191740,118194239,2500,*,CD4+_T_Cells,JAML,protein_coding,FALSE,-0.040175918
chr6,158818017,158818517,501,*,CD4+_T_Cells,0.003013139,51776,chr6,158763741,158766240,2500,*,CD4+_T_Cells,EZR,protein_coding,FALSE,-0.031308407
chr15,91857771,91858271,501,*,CD4+_T_Cells,0.014077965,3576,chr15,91851695,91854194,2500,*,CD4+_T_Cells,SLCO3A1,protein_coding,FALSE,0.013286663
chr2,196171998,196172498,501,*,CD4+_T_Cells,-0.007014138,37932,chr2,196131566,196134065,2500,*,CD4+_T_Cells,STK17B,protein_coding,FALSE,-0.095010603
chr6,33317837,33318337,501,*,CD4+_T_Cells,-0.0011992,0,chr6,33316558,33319057,2500,*,CD4+_T_Cells,DAXX,protein_coding,FALSE,0.009006498
chr16,53503130,53503630,501,*,CD4+_T_Cells,-0.00450393,11590,chr16,53489040,53491539,2500,*,CD4+_T_Cells,AKTIP,protein_coding,FALSE,0.026813658
chr5,98927093,98927593,501,*,CD4+_T_Cells,0.022292606,72608,chr5,98851985,98854484,2500,*,CD4+_T_Cells,CHD1,protein_coding,FALSE,0.033760018
chr8,56211886,56212386,501,*,CD4+_T_Cells,0.038726411,0,chr8,56209686,56212185,2500,*,CD4+_T_Cells,CHCHD7,protein_coding,FALSE,-0.018007222
chr19,18594208,18594708,501,*,CD4+_T_Cells,0.054667061,21978,chr19,18569730,18572229,2500,*,CD4+_T_Cells,UBA52,protein_coding,FALSE,0.033629613
chr11,576437,576937,501,*,CD4+_T_Cells,-0.001849098,15533,chr11,558404,560903,2500,*,CD4+_T_Cells,RASSF7,protein_coding,FALSE,0.022009094
chr19,41127791,41128291,501,*,CD4+_T_Cells,-0.005299878,132204,chr19,41260496,41262995,2500,*,CD4+_T_Cells,HNRNPUL1,protein_coding,FALSE,0.067653727
chr2,25522070,25522570,501,*,CD4+_T_Cells,-0.009472247,209182,chr2,25731753,25734252,2500,*,CD4+_T_Cells,ASXL2,protein_coding,FALSE,-0.029950978
chr12,106357474,106357974,501,*,CD4+_T_Cells,0.020777022,55045,chr12,106299929,106302428,2500,*,CD4+_T_Cells,TCP11L2,protein_coding,FALSE,-0.074522437
chr14,99230122,99230622,501,*,CD4+_T_Cells,-0.001652111,60335,chr14,99167287,99169786,2500,*,CD4+_T_Cells,BCL11B,protein_coding,FALSE,-0.027160876
chr2,218270077,218270577,501,*,CD4+_T_Cells,0.005583561,0,chr2,218268392,218270891,2500,*,CD4+_T_Cells,PNKD,protein_coding,FALSE,0.043228511
chr13,52012003,52012503,501,*,CD4+_T_Cells,-0.006881921,398098,chr13,52410602,52413101,2500,*,CD4+_T_Cells,VPS36,protein_coding,FALSE,0.047273643
chr17,1456107,1456607,501,*,CD4+_T_Cells,0.023988016,35963,chr17,1492571,1495070,2500,*,CD4+_T_Cells,INPP5K,protein_coding,FALSE,0.003166387
chr13,79405992,79406492,501,*,CD4+_T_Cells,-0.002519667,93668,chr13,79309824,79312323,2500,*,CD4+_T_Cells,RBM26,protein_coding,FALSE,-0.011064068
chr16,88785365,88785865,501,*,CD4+_T_Cells,0.047944701,21473,chr16,88807339,88809838,2500,*,CD4+_T_Cells,APRT,protein_coding,FALSE,0.014683533
chr11,134033943,134034443,501,*,CD4+_T_Cells,-0.008414179,188201,chr11,134222645,134225144,2500,*,CD4+_T_Cells,VPS26B,protein_coding,FALSE,0.02728999
chr10,88582709,88583209,501,*,CD4+_T_Cells,-0.019926741,405321,chr10,88988531,88991030,2500,*,CD4+_T_Cells,FAS,LRG_gene,FALSE,-0.081246525
chr15,52179766,52180266,501,*,CD4+_T_Cells,-0.0142596,64161,chr15,52113105,52115604,2500,*,CD4+_T_Cells,GNB5,protein_coding,FALSE,0.012375224
chr17,80146971,80147471,501,*,CD4+_T_Cells,6.72886e-4,11257,chr17,80133214,80135713,2500,*,CD4+_T_Cells,EIF4A3,protein_coding,FALSE,-0.189243782
chr5,139765606,139766106,501,*,CD4+_T_Cells,0.031579213,238675,chr5,139524431,139526930,2500,*,CD4+_T_Cells,UBE2D2,protein_coding,FALSE,-0.003167281
chr17,45161450,45161950,501,*,CD4+_T_Cells,-0.003443357,57493,chr17,45219444,45221943,2500,*,CD4+_T_Cells,FMNL1,protein_coding,FALSE,-0.074879893
chr12,132904668,132905168,501,*,CD4+_T_Cells,0.041021795,178665,chr12,132723503,132726002,2500,*,CD4+_T_Cells,ANKLE2,protein_coding,FALSE,-0.024475135
chr19,46661060,46661560,501,*,CD4+_T_Cells,0.001233844,10714,chr19,46672275,46674774,2500,*,CD4+_T_Cells,PRKD2,protein_coding,FALSE,-0.02494646
chr11,65314574,65315074,501,*,CD4+_T_Cells,0.013218141,58117,chr11,65373192,65375691,2500,*,CD4+_T_Cells,SLC25A45,protein_coding,FALSE,-0.087276436
chr21,29002555,29003055,501,*,CD4+_T_Cells,-0.00724855,19573,chr21,29022629,29025128,2500,*,CD4+_T_Cells,USP16,protein_coding,FALSE,0.016768624
chr12,53508505,53509005,501,*,CD4+_T_Cells,-0.003644768,55903,chr12,53450102,53452601,2500,*,CD4+_T_Cells,PCBP2,protein_coding,FALSE,-0.048464494
chr3,16884645,16885145,501,*,CD4+_T_Cells,-0.005869587,81494,chr3,16800651,16803150,2500,*,CD4+_T_Cells,PLCL2,protein_coding,FALSE,0.042642009
chr17,64965733,64966233,501,*,CD4+_T_Cells,0.026803742,42481,chr17,65008715,65011214,2500,*,CD4+_T_Cells,GNA13,protein_coding,FALSE,0.055954184
chr2,112480960,112481460,501,*,CD4+_T_Cells,-0.00164572,100779,chr2,112582240,112584739,2500,*,CD4+_T_Cells,CHCHD5,protein_coding,FALSE,0.045629085
chrX,49043239,49043739,501,*,CD4+_T_Cells,0.022307918,25730,chrX,49069470,49071969,2500,*,CD4+_T_Cells,WDR45,protein_coding,FALSE,-0.040387033
chr10,44959370,44959870,501,*,CD4+_T_Cells,-0.003194245,38604,chr10,44998475,45000974,2500,*,CD4+_T_Cells,ZNF22,protein_coding,FALSE,0.053716784
chr20,44671520,44672020,501,*,CD4+_T_Cells,0.039768387,51498,chr20,44617522,44620021,2500,*,CD4+_T_Cells,ADA,LRG_gene,FALSE,-0.038725375
chr5,139342049,139342549,501,*,CD4+_T_Cells,0.038990448,0,chr5,139339587,139342086,2500,*,CD4+_T_Cells,PAIP2,protein_coding,FALSE,0.017066675
chr16,57757122,57757622,501,*,CD4+_T_Cells,-0.009046151,145970,chr16,57608652,57611151,2500,*,CD4+_T_Cells,ADGRG1,protein_coding,FALSE,0.105923783
chr6,2903081,2903581,501,*,CD4+_T_Cells,0.038564985,15315,chr6,2885266,2887765,2500,*,CD4+_T_Cells,SERPINB9,protein_coding,FALSE,0.052743876
chr8,42271038,42271538,501,*,CD4+_T_Cells,0.041103922,0,chr8,42269302,42271801,2500,*,CD4+_T_Cells,IKBKB,protein_coding,FALSE,-0.064328742
chr1,11908865,11909365,501,*,CD4+_T_Cells,0.001117366,8225,chr1,11917591,11920090,2500,*,CD4+_T_Cells,KIAA2013,protein_coding,FALSE,0.022086118
chr19,12551351,12551851,501,*,CD4+_T_Cells,-0.003118752,57066,chr19,12608918,12611417,2500,*,CD4+_T_Cells,ZNF791,protein_coding,FALSE,0.082041186
chr17,7214153,7214653,501,*,CD4+_T_Cells,-9.61778e-4,471,chr17,7215125,7217624,2500,*,CD4+_T_Cells,ACADVL,protein_coding,FALSE,-0.040293884
chr8,78665798,78666298,501,*,CD4+_T_Cells,0.018072459,149159,chr8,78514139,78516638,2500,*,CD4+_T_Cells,PKIA,protein_coding,FALSE,0.047688068
chr3,18758048,18758548,501,*,CD4+_T_Cells,-0.011090831,312524,chr3,18443024,18445523,2500,*,CD4+_T_Cells,SATB1-AS1,processed_transcript,FALSE,0.028049213
chr10,5629783,5630283,501,*,CD4+_T_Cells,0.046506479,132939,chr10,5763223,5765722,2500,*,CD4+_T_Cells,GDI2,protein_coding,FALSE,0.008227888
chr20,47727493,47727993,501,*,CD4+_T_Cells,0.039458177999999997,225091,chr20,47499902,47502401,2500,*,CD4+_T_Cells,NCOA3,protein_coding,FALSE,0.009784612
chr1,25997964,25998464,501,*,CD4+_T_Cells,-0.006052105,113283,chr1,25882181,25884680,2500,*,CD4+_T_Cells,STMN1,protein_coding,FALSE,-0.0350196
chr1,42456707,42457207,501,*,CD4+_T_Cells,0.050493987,90,chr1,42454117,42456616,2500,*,CD4+_T_Cells,PPCS,protein_coding,FALSE,-0.018510513
chr12,130871622,130872122,501,*,CD4+_T_Cells,0.031107615,0,chr12,130869879,130872378,2500,*,CD4+_T_Cells,RAN,protein_coding,FALSE,0.034221854
chr12,56360041,56360541,501,*,CD4+_T_Cells,-0.004040964,49699,chr12,56307842,56310341,2500,*,CD4+_T_Cells,CNPY2,protein_coding,FALSE,-0.018349071
chr16,30052839,30053339,501,*,CD4+_T_Cells,-0.004751071,0,chr16,30051090,30053589,2500,*,CD4+_T_Cells,ALDOA,protein_coding,FALSE,0.053575889
chr4,139454163,139454663,501,*,CD4+_T_Cells,-0.01156957,39277,chr4,139493941,139496440,2500,*,CD4+_T_Cells,SETD7,protein_coding,FALSE,-0.092913403
chr4,7939633,7940133,501,*,CD4+_T_Cells,0.027724509,880227,chr4,7056906,7059405,2500,*,CD4+_T_Cells,GRPEL1,protein_coding,FALSE,0.030690044
chr1,36088575,36089075,501,*,CD4+_T_Cells,0.032757027,0,chr1,36086875,36089374,2500,*,CD4+_T_Cells,ADPRHL2,protein_coding,FALSE,-6.03017e-4
chr1,31394532,31395032,501,*,CD4+_T_Cells,0.054391556,97050,chr1,31294982,31297481,2500,*,CD4+_T_Cells,ZCCHC17,protein_coding,FALSE,-0.042949379
chr19,38647239,38647739,501,*,CD4+_T_Cells,-0.002311837,0,chr19,38645649,38648148,2500,*,CD4+_T_Cells,ACTN4,protein_coding,FALSE,0.036063581
chr1,236524305,236524805,501,*,CD4+_T_Cells,-0.005811091,5805,chr1,236516000,236518499,2500,*,CD4+_T_Cells,LGALS8,protein_coding,FALSE,0.010796043
chr16,30956889,30957389,501,*,CD4+_T_Cells,-0.006945829,73499,chr16,31030889,31033388,2500,*,CD4+_T_Cells,STX4,protein_coding,FALSE,-0.006326892
chr19,55476952,55477452,501,*,CD4+_T_Cells,0.001089892,76707,chr19,55397745,55400244,2500,*,CD4+_T_Cells,UBE2S,protein_coding,FALSE,-0.026452218
chr4,52712039,52712539,501,*,CD4+_T_Cells,-0.012025502,0,chr4,52710404,52712903,2500,*,CD4+_T_Cells,DANCR,processed_transcript,FALSE,-0.033982918
chr6,169701801,169702301,501,*,CD4+_T_Cells,-0.004277007,0,chr6,169701905,169704404,2500,*,CD4+_T_Cells,PHF10,protein_coding,FALSE,0.007220281
chr7,75092794,75093294,501,*,CD4+_T_Cells,0.013801426,0,chr7,75090573,75093072,2500,*,CD4+_T_Cells,GTF2IRD2B,protein_coding,FALSE,-0.001840171
chr14,50064883,50065383,501,*,CD4+_T_Cells,-0.006910884,49736,chr14,50115120,50117619,2500,*,CD4+_T_Cells,SOS2,protein_coding,FALSE,0.049050287
